time,sym,bid,ask
2016-04-10T21:00:17.016000,GBPUSD,1.411280036,1.411919951
2016-04-10T21:00:26.426000,GBPUSD,1.411280036,1.411599994
2016-04-10T21:00:57.206000,GBPUSD,1.411530018,1.411919951
2016-04-10T21:01:08.612000,GBPUSD,1.411530018,1.411919951
2016-04-10T21:01:08.612000,GBPUSD,1.411530018,1.411919951
2016-04-10T21:01:26.083000,GBPUSD,1.41158998,1.411919951
2016-04-10T21:02:38.564000,GBPUSD,1.41158998,1.411919951
2016-04-10T21:02:55.604000,GBPUSD,1.41158998,1.411919951
2016-04-10T21:03:17.684000,GBPUSD,1.41158998,1.411919951
2016-04-10T21:03:59.804000,GBPUSD,1.41158998,1.411919951
2016-04-10T21:04:04.308000,GBPUSD,1.41158998,1.411900043
2016-04-10T21:04:04.308000,GBPUSD,1.41158998,1.411900043
2016-04-10T21:04:18.655000,GBPUSD,1.410079956,1.411260009
2016-04-10T21:04:58.706000,GBPUSD,1.410740018,1.411460042
2016-04-10T21:05:00.186000,GBPUSD,1.410740018,1.411460042
2016-04-10T21:05:25.001000,GBPUSD,1.410760045,1.411679983
2016-04-10T21:05:58.587000,GBPUSD,1.410519958,1.41110003
2016-04-10T21:06:00.654000,GBPUSD,1.410519958,1.41110003
2016-04-10T21:06:14.714000,GBPUSD,1.410449982,1.41110003
2016-04-10T21:06:37.608000,GBPUSD,1.410789967,1.411849976
2016-04-10T21:06:58.751000,GBPUSD,1.41087997,1.411610007
2016-04-10T21:07:07.027000,GBPUSD,1.410899997,1.411610007
2016-04-10T21:07:22.654000,GBPUSD,1.410899997,1.411610007
2016-04-10T21:07:48.528000,GBPUSD,1.410840034,1.411610007
2016-04-10T21:08:00.602000,GBPUSD,1.410840034,1.411610007
2016-04-10T21:08:00.603000,GBPUSD,1.410840034,1.411610007
2016-04-10T21:08:48.657000,GBPUSD,1.411080003,1.412019968
2016-04-10T21:09:16.676000,GBPUSD,1.411080003,1.412109971
2016-04-10T21:09:22.062000,GBPUSD,1.411080003,1.412109971
2016-04-10T21:09:31.162000,GBPUSD,1.411139965,1.412109971
2016-04-10T21:09:55.829000,GBPUSD,1.41110003,1.412109971
2016-04-10T21:10:01.031000,GBPUSD,1.41110003,1.412109971
2016-04-10T21:10:14.700000,GBPUSD,1.41110003,1.412109971
2016-04-10T21:10:45.426000,GBPUSD,1.411249995,1.412109971
2016-04-10T21:10:45.428000,GBPUSD,1.411239982,1.412109971
2016-04-10T21:11:06.427000,GBPUSD,1.411239982,1.412109971
2016-04-10T21:11:34.602000,GBPUSD,1.411239982,1.412109971
2016-04-10T21:11:49.802000,GBPUSD,1.412299991,1.412510037
2016-04-10T21:11:59.204000,GBPUSD,1.411530018,1.412359953
2016-04-10T21:12:02.205000,GBPUSD,1.411530018,1.412359953
2016-04-10T21:12:02.702000,GBPUSD,1.411530018,1.412359953
2016-04-10T21:12:19.267000,GBPUSD,1.411820054,1.412410021
2016-04-10T21:12:59.299000,GBPUSD,1.411870003,1.412310004
2016-04-10T21:13:03.830000,GBPUSD,1.411870003,1.412310004
2016-04-10T21:13:54.467000,GBPUSD,1.411829948,1.412310004
2016-04-10T21:13:56.827000,GBPUSD,1.411829948,1.412389994
2016-04-10T21:13:58.588000,GBPUSD,1.411820054,1.412389994
2016-04-10T21:14:00.600000,GBPUSD,1.411820054,1.412389994
2016-04-10T21:14:00.606000,GBPUSD,1.411820054,1.412389994
2016-04-10T21:14:18.588000,GBPUSD,1.411870003,1.412389994
2016-04-10T21:14:57.100000,GBPUSD,1.411859989,1.412389994
2016-04-10T21:15:02.927000,GBPUSD,1.411859989,1.412389994
2016-04-10T21:15:23.928000,GBPUSD,1.411859989,1.412389994
2016-04-10T21:15:51.029000,GBPUSD,1.411900043,1.412389994
2016-04-10T21:16:09.299000,GBPUSD,1.411900043,1.412389994
2016-04-10T21:16:09.476000,GBPUSD,1.411929965,1.412389994
2016-04-10T21:16:29.128000,GBPUSD,1.411880016,1.412389994
2016-04-10T21:16:59.934000,GBPUSD,1.41189003,1.412389994
2016-04-10T21:17:01.937000,GBPUSD,1.41189003,1.41237998
2016-04-10T21:17:16.343000,GBPUSD,1.411769986,1.412240028
2016-04-10T21:17:39.700000,GBPUSD,1.411939979,1.41237998
2016-04-10T21:17:59.330000,GBPUSD,1.41181004,1.41237998
2016-04-10T21:18:01.654000,GBPUSD,1.41181004,1.41237998
2016-04-10T21:18:07.655000,GBPUSD,1.411880016,1.41237998
2016-04-10T21:18:58.588000,GBPUSD,1.411800027,1.41237998
2016-04-10T21:19:18.590000,GBPUSD,1.411800027,1.41237998
2016-04-10T21:19:40.028000,GBPUSD,1.411800027,1.41237998
2016-04-10T21:19:58.590000,GBPUSD,1.411790013,1.412350059
2016-04-10T21:20:16.526000,GBPUSD,1.411829948,1.412350059
2016-04-10T21:20:58.590000,GBPUSD,1.411829948,1.412350059
2016-04-10T21:21:18.228000,GBPUSD,1.41181004,1.412350059
2016-04-10T21:21:57.872000,GBPUSD,1.41181004,1.412350059
2016-04-10T21:21:59.635000,GBPUSD,1.411880016,1.412350059
2016-04-10T21:22:08.822000,GBPUSD,1.411880016,1.412350059
2016-04-10T21:22:08.822000,GBPUSD,1.411880016,1.412350059
2016-04-10T21:22:25.827000,GBPUSD,1.411820054,1.412350059
2016-04-10T21:22:58.588000,GBPUSD,1.411820054,1.41237998
2016-04-10T21:23:13.014000,GBPUSD,1.411829948,1.41237998
2016-04-10T21:23:52.443000,GBPUSD,1.411829948,1.41237998
2016-04-10T21:24:01.841000,GBPUSD,1.411870003,1.41237998
2016-04-10T21:24:38.588000,GBPUSD,1.411870003,1.41237998
2016-04-10T21:24:58.588000,GBPUSD,1.411870003,1.412359953
2016-04-10T21:25:01.010000,GBPUSD,1.411870003,1.412359953
2016-04-10T21:25:01.010000,GBPUSD,1.411870003,1.412359953
2016-04-10T21:25:41.754000,GBPUSD,1.411880016,1.412359953
2016-04-10T21:26:06.242000,GBPUSD,1.411880016,1.412359953
2016-04-10T21:26:35.642000,GBPUSD,1.411880016,1.412359953
2016-04-10T21:26:53.044000,GBPUSD,1.411849976,1.412350059
2016-04-10T21:27:00.242000,GBPUSD,1.411849976,1.412350059
2016-04-10T21:27:43.968000,GBPUSD,1.411829948,1.412359953
2016-04-10T21:27:58.589000,GBPUSD,1.411999941,1.412479997
2016-04-10T21:28:03.500000,GBPUSD,1.411999941,1.412479997
2016-04-10T21:28:03.508000,GBPUSD,1.411999941,1.412510037
2016-04-10T21:28:18.600000,GBPUSD,1.411859989,1.41245997
2016-04-10T21:28:55.693000,GBPUSD,1.411849976,1.412500024
2016-04-10T21:29:01.140000,GBPUSD,1.411849976,1.412500024
2016-04-10T21:29:16.629000,GBPUSD,1.411829948,1.412500024
2016-04-10T21:29:43.478000,GBPUSD,1.411839962,1.412529945
2016-04-10T21:29:53.595000,GBPUSD,1.411829948,1.412520051
2016-04-10T21:30:05.694000,GBPUSD,1.411829948,1.412520051
2016-04-10T21:30:48.331000,GBPUSD,1.411839962,1.412529945
2016-04-10T21:30:58.589000,GBPUSD,1.411849976,1.412420034
2016-04-10T21:30:59.827000,GBPUSD,1.411870003,1.412420034
2016-04-10T21:31:00.194000,GBPUSD,1.411870003,1.412420034
2016-04-10T21:31:35.705000,GBPUSD,1.411880016,1.412439942
2016-04-10T21:31:51.926000,GBPUSD,1.411870003,1.412420034
2016-04-10T21:31:51.927000,GBPUSD,1.411880016,1.412420034
2016-04-10T21:32:08.317000,GBPUSD,1.411880016,1.412420034
2016-04-10T21:32:53.042000,GBPUSD,1.411880016,1.412420034
2016-04-10T21:33:22.795000,GBPUSD,1.411880016,1.412420034
2016-04-10T21:33:55.416000,GBPUSD,1.411880016,1.412420034
2016-04-10T21:34:00.024000,GBPUSD,1.411880016,1.412439942
2016-04-10T21:34:59.799000,GBPUSD,1.411880016,1.412439942
2016-04-10T21:35:05.696000,GBPUSD,1.411880016,1.412439942
2016-04-10T21:35:12.255000,GBPUSD,1.411880016,1.412439942
2016-04-10T21:35:58.707000,GBPUSD,1.411900043,1.412469983
2016-04-10T21:36:03.242000,GBPUSD,1.411900043,1.412469983
2016-04-10T21:36:03.428000,GBPUSD,1.411900043,1.412469983
2016-04-10T21:36:57.515000,GBPUSD,1.41181004,1.412340045
2016-04-10T21:36:57.516000,GBPUSD,1.411820054,1.412340045
2016-04-10T21:37:00.526000,GBPUSD,1.411820054,1.412340045
2016-04-10T21:37:46.496000,GBPUSD,1.411820054,1.412340045
2016-04-10T21:37:49.706000,GBPUSD,1.411800027,1.412260056
2016-04-10T21:37:58.588000,GBPUSD,1.41189003,1.412230015
2016-04-10T21:38:00.230000,GBPUSD,1.411880016,1.412230015
2016-04-10T21:38:50.942000,GBPUSD,1.411880016,1.412230015
2016-04-10T21:39:04.663000,GBPUSD,1.411880016,1.412230015
2016-04-10T21:39:50.505000,GBPUSD,1.41189003,1.412119985
2016-04-10T21:39:55.607000,GBPUSD,1.411999941,1.412160039
2016-04-10T21:39:58.588000,GBPUSD,1.411980033,1.412150025
2016-04-10T21:40:00.754000,GBPUSD,1.411980033,1.412140012
2016-04-10T21:40:14.743000,GBPUSD,1.411980033,1.412119985
2016-04-10T21:40:45.532000,GBPUSD,1.412029982,1.412299991
2016-04-10T21:40:58.589000,GBPUSD,1.41189003,1.412310004
2016-04-10T21:41:00.018000,GBPUSD,1.41189003,1.412320018
2016-04-10T21:41:00.018000,GBPUSD,1.41189003,1.412320018
2016-04-10T21:41:59.005000,GBPUSD,1.411880016,1.412320018
2016-04-10T21:42:04.021000,GBPUSD,1.411880016,1.412289977
2016-04-10T21:42:26.642000,GBPUSD,1.411880016,1.412289977
2016-04-10T21:42:45.843000,GBPUSD,1.411880016,1.412299991
2016-04-10T21:43:18.400000,GBPUSD,1.411880016,1.412299991
2016-04-10T21:43:38.042000,GBPUSD,1.411880016,1.412299991
2016-04-10T21:44:08.298000,GBPUSD,1.411880016,1.412310004
2016-04-10T21:44:40.994000,GBPUSD,1.411880016,1.412310004
2016-04-10T21:44:43.016000,GBPUSD,1.411880016,1.412330031
2016-04-10T21:45:09.155000,GBPUSD,1.411880016,1.412330031
2016-04-10T21:45:34.004000,GBPUSD,1.411839962,1.412299991
2016-04-10T21:45:59.526000,GBPUSD,1.411990047,1.41237998
2016-04-10T21:46:00.242000,GBPUSD,1.411990047,1.41237998
2016-04-10T21:46:08.834000,GBPUSD,1.412029982,1.412389994
2016-04-10T21:46:44.123000,GBPUSD,1.411990047,1.41237998
2016-04-10T21:46:59.342000,GBPUSD,1.411990047,1.412389994
2016-04-10T21:47:01.726000,GBPUSD,1.411990047,1.412389994
2016-04-10T21:47:51.242000,GBPUSD,1.411990047,1.412389994
2016-04-10T21:48:00.243000,GBPUSD,1.411990047,1.412389994
2016-04-10T21:48:42.175000,GBPUSD,1.411990047,1.412359953
2016-04-10T21:48:58.548000,GBPUSD,1.412009954,1.412439942
2016-04-10T21:49:00.542000,GBPUSD,1.412009954,1.412439942
2016-04-10T21:49:00.542000,GBPUSD,1.412009954,1.412439942
2016-04-10T21:49:58.590000,GBPUSD,1.412039995,1.412439942
2016-04-10T21:50:02.400000,GBPUSD,1.412039995,1.412430048
2016-04-10T21:50:02.401000,GBPUSD,1.412039995,1.412430048
2016-04-10T21:50:18.589000,GBPUSD,1.41208005,1.412479997
2016-04-10T21:50:47.017000,GBPUSD,1.412089944,1.412469983
2016-04-10T21:51:03.626000,GBPUSD,1.412089944,1.412469983
2016-04-10T21:51:54.842000,GBPUSD,1.412089944,1.412469983
2016-04-10T21:51:55.829000,GBPUSD,1.412089944,1.412479997
2016-04-10T21:52:01.742000,GBPUSD,1.412089944,1.412479997
2016-04-10T21:52:41.011000,GBPUSD,1.412089944,1.412469983
2016-04-10T21:52:59.028000,GBPUSD,1.412089944,1.412479997
2016-04-10T21:53:07.299000,GBPUSD,1.412089944,1.412469983
2016-04-10T21:53:14.213000,GBPUSD,1.412089944,1.412420034
2016-04-10T21:53:58.128000,GBPUSD,1.412089944,1.412469983
2016-04-10T21:54:00.701000,GBPUSD,1.412089944,1.412469983
2016-04-10T21:54:45.128000,GBPUSD,1.412089944,1.412469983
2016-04-10T21:54:55.230000,GBPUSD,1.412089944,1.412430048
2016-04-10T21:55:00.014000,GBPUSD,1.412089944,1.412430048
2016-04-10T21:55:58.328000,GBPUSD,1.412089944,1.412430048
2016-04-10T21:55:58.329000,GBPUSD,1.412089944,1.412469983
2016-04-10T21:56:12.168000,GBPUSD,1.412089944,1.412469983
2016-04-10T21:56:40.141000,GBPUSD,1.412089944,1.41245997
2016-04-10T21:56:56.445000,GBPUSD,1.412089944,1.41249001
2016-04-10T21:57:02.444000,GBPUSD,1.412089944,1.41249001
2016-04-10T21:57:55.801000,GBPUSD,1.412089944,1.412430048
2016-04-10T21:57:59.043000,GBPUSD,1.412179947,1.412469983
2016-04-10T21:58:00.700000,GBPUSD,1.412179947,1.41245997
2016-04-10T21:58:15.924000,GBPUSD,1.412070036,1.412369967
2016-04-10T21:58:59.845000,GBPUSD,1.412170053,1.412500024
2016-04-10T21:59:02.230000,GBPUSD,1.412170053,1.412500024
2016-04-10T21:59:22.143000,GBPUSD,1.412170053,1.412500024
2016-04-10T21:59:57.017000,GBPUSD,1.412170053,1.41249001
2016-04-10T22:00:00.012000,GBPUSD,1.412170053,1.41249001
2016-04-10T22:00:12.975000,GBPUSD,1.412140012,1.412520051
2016-04-10T22:00:59.143000,GBPUSD,1.412449956,1.412879944
2016-04-10T22:00:59.799000,GBPUSD,1.412449956,1.412850022
2016-04-10T22:01:00.317000,GBPUSD,1.412449956,1.412850022
2016-04-10T22:01:06.006000,GBPUSD,1.412510037,1.412909985
2016-04-10T22:01:22.900000,GBPUSD,1.412389994,1.412789941
2016-04-10T22:01:59.804000,GBPUSD,1.41249001,1.412760019
2016-04-10T22:02:00.354000,GBPUSD,1.41249001,1.412760019
2016-04-10T22:02:06.213000,GBPUSD,1.41249001,1.412760019
2016-04-10T22:02:58.530000,GBPUSD,1.412320018,1.41268003
2016-04-10T22:02:59.999000,GBPUSD,1.412400007,1.412750006
2016-04-10T22:03:00.007000,GBPUSD,1.412400007,1.412750006
2016-04-10T22:03:08.394000,GBPUSD,1.412400007,1.412760019
2016-04-10T22:03:54.472000,GBPUSD,1.412340045,1.412700057
2016-04-10T22:03:58.589000,GBPUSD,1.412359953,1.412709951
2016-04-10T22:04:03.499000,GBPUSD,1.412359953,1.412709951
2016-04-10T22:04:17.068000,GBPUSD,1.412410021,1.412750006
2016-04-10T22:04:56.414000,GBPUSD,1.412359953,1.41268003
2016-04-10T22:04:59.847000,GBPUSD,1.41237998,1.41268003
2016-04-10T22:05:00.087000,GBPUSD,1.41237998,1.41268003
2016-04-10T22:05:10.127000,GBPUSD,1.41237998,1.412690043
2016-04-10T22:05:29.388000,GBPUSD,1.412359953,1.412660003
2016-04-10T22:05:59.813000,GBPUSD,1.412369967,1.412660003
2016-04-10T22:06:00.053000,GBPUSD,1.412369967,1.412660003
2016-04-10T22:06:28.629000,GBPUSD,1.412369967,1.412670016
2016-04-10T22:06:53.641000,GBPUSD,1.412330031,1.412660003
2016-04-10T22:06:59.642000,GBPUSD,1.412340045,1.412660003
2016-04-10T22:07:00.129000,GBPUSD,1.412340045,1.412670016
2016-04-10T22:07:04.895000,GBPUSD,1.412340045,1.412670016
2016-04-10T22:07:59.675000,GBPUSD,1.412539959,1.412850022
2016-04-10T22:08:01.564000,GBPUSD,1.412539959,1.412850022
2016-04-10T22:08:25.654000,GBPUSD,1.412529945,1.412860036
2016-04-10T22:08:37.329000,GBPUSD,1.412510037,1.412799954
2016-04-10T22:08:59.822000,GBPUSD,1.412529945,1.412829995
2016-04-10T22:09:00.201000,GBPUSD,1.412529945,1.412829995
2016-04-10T22:09:13.669000,GBPUSD,1.412520051,1.412829995
2016-04-10T22:09:53.491000,GBPUSD,1.412549973,1.412879944
2016-04-10T22:09:58.020000,GBPUSD,1.412539959,1.412870049
2016-04-10T22:10:00.500000,GBPUSD,1.412539959,1.412870049
2016-04-10T22:10:06.400000,GBPUSD,1.412580013,1.412919998
2016-04-10T22:10:52.803000,GBPUSD,1.412350059,1.412649989
2016-04-10T22:10:59.378000,GBPUSD,1.412350059,1.41268003
2016-04-10T22:11:00.035000,GBPUSD,1.412350059,1.41268003
2016-04-10T22:11:09.375000,GBPUSD,1.412289977,1.41268003
2016-04-10T22:11:50.641000,GBPUSD,1.412430048,1.412850022
2016-04-10T22:11:59.999000,GBPUSD,1.412410021,1.412819982
2016-04-10T22:12:00.103000,GBPUSD,1.412410021,1.412819982
2016-04-10T22:12:26.664000,GBPUSD,1.412420034,1.412829995
2016-04-10T22:12:59.329000,GBPUSD,1.412410021,1.412819982
2016-04-10T22:13:00.685000,GBPUSD,1.412410021,1.412819982
2016-04-10T22:13:21.358000,GBPUSD,1.412410021,1.412799954
2016-04-10T22:13:34.903000,GBPUSD,1.412529945,1.412899971
2016-04-10T22:13:59.640000,GBPUSD,1.412529945,1.412889957
2016-04-10T22:14:00.475000,GBPUSD,1.412529945,1.412889957
2016-04-10T22:14:11.041000,GBPUSD,1.412510037,1.412889957
2016-04-10T22:14:53.956000,GBPUSD,1.412559986,1.412909985
2016-04-10T22:14:56.825000,GBPUSD,1.412549973,1.412909985
2016-04-10T22:15:00.054000,GBPUSD,1.412549973,1.412909985
2016-04-10T22:15:25.989000,GBPUSD,1.412559986,1.412909985
2016-04-10T22:15:57.095000,GBPUSD,1.412549973,1.412909985
2016-04-10T22:16:04.482000,GBPUSD,1.412549973,1.412909985
2016-04-10T22:16:11.329000,GBPUSD,1.412549973,1.412909985
2016-04-10T22:16:46.692000,GBPUSD,1.412439942,1.412770033
2016-04-10T22:16:58.880000,GBPUSD,1.412449956,1.412770033
2016-04-10T22:17:01.842000,GBPUSD,1.412449956,1.412770033
2016-04-10T22:17:31.502000,GBPUSD,1.412449956,1.412770033
2016-04-10T22:17:58.588000,GBPUSD,1.41249001,1.412780046
2016-04-10T22:18:00.896000,GBPUSD,1.41249001,1.412780046
2016-04-10T22:18:04.085000,GBPUSD,1.41249001,1.412819982
2016-04-10T22:18:52.658000,GBPUSD,1.41249001,1.412739992
2016-04-10T22:18:58.442000,GBPUSD,1.41249001,1.412780046
2016-04-10T22:19:00.901000,GBPUSD,1.41249001,1.412780046
2016-04-10T22:19:29.732000,GBPUSD,1.41249001,1.412809968
2016-04-10T22:19:52.031000,GBPUSD,1.41249001,1.412700057
2016-04-10T22:19:59.970000,GBPUSD,1.41249001,1.412709951
2016-04-10T22:20:00.264000,GBPUSD,1.41249001,1.412709951
2016-04-10T22:20:04.191000,GBPUSD,1.41249001,1.412709951
2016-04-10T22:20:04.500000,GBPUSD,1.412289977,1.412619948
2016-04-10T22:20:59.559000,GBPUSD,1.41237998,1.412690043
2016-04-10T22:21:04.876000,GBPUSD,1.41237998,1.412690043
