time,sym,Side,Amount,ClientPrice
2016-04-13T07:57:23.568074,EURUSD,-1,7000,1.1351
2016-04-13T08:00:00.498997,GBPUSD,-1,11000,1.42284
2016-04-13T08:02:35.678489,EURUSD,-1,1000,1.13489
2016-04-13T08:06:50.977569,EURUSD,1,7000,1.13561
2016-04-13T08:06:54.447980,EURUSD,1,7000,1.1356
2016-04-13T08:17:44.727836,EURUSD,-1,22000,1.13494
2016-04-13T08:18:39.897733,EURUSD,-1,22000,1.13493
2016-04-13T08:20:56.837614,EURUSD,-1,7000,1.13452
2016-04-13T08:21:04.407841,EURUSD,-1,1000,1.13446
2016-04-13T08:28:08.947681,EURUSD,1,2000,1.13522
2016-04-13T08:30:10.518339,EURUSD,1,1000,1.13494
2016-04-13T08:43:01.857966,GBPUSD,1,11000,1.4248
2016-04-13T08:43:02.208110,GBPUSD,1,11000,1.42479
2016-04-13T08:43:02.507726,GBPUSD,-1,11000,1.42469
2016-04-13T08:44:32.698388,EURUSD,1,1000,1.13599
2016-04-13T08:44:33.048021,EURUSD,1,1000,1.13599
2016-04-13T09:06:11.077995,EURUSD,-1,1000,1.13492
2016-04-13T09:32:09.828423,GBPUSD,-1,2000,1.42141
2016-04-13T09:32:31.138209,EURUSD,1,22000,1.13403
2016-04-13T09:32:36.748150,EURUSD,1,22000,1.13408
2016-04-13T09:35:56.467630,EURUSD,1,1000,1.13399
2016-04-13T09:37:05.538227,GBPUSD,1,2000,1.4221
2016-04-13T09:38:41.727424,GBPUSD,-1,2000,1.42177
2016-04-13T09:41:21.747361,GBPUSD,1,2000,1.4212
2016-04-13T09:59:59.527933,GBPUSD,1,2000,1.42047
2016-04-13T09:59:59.557233,EURUSD,-1,1000,1.13373
2016-04-13T10:01:05.877619,EURUSD,-1,15000,1.13345
2016-04-13T10:11:51.627262,EURUSD,-1,45000,1.13244
2016-04-13T10:12:42.277851,EURUSD,1,15000,1.13239
2016-04-13T10:15:14.607832,EURUSD,-1,4000,1.13222
2016-04-13T10:15:17.248026,EURUSD,-1,2000,1.13222
2016-04-13T10:15:34.868467,EURUSD,1,30000,1.13232
2016-04-13T10:15:41.307538,EURUSD,1,45000,1.13226
2016-04-13T10:18:11.877362,EURUSD,-1,60000,1.13223
2016-04-13T10:18:59.547435,EURGBP,1,1000,0.7954
2016-04-13T10:18:59.877405,EURGBP,-1,1000,0.79532
2016-04-13T10:19:59.567863,EURGBP,1,4000,0.79468
2016-04-13T10:19:59.597313,GBPUSD,-1,2000,1.42397
2016-04-13T10:19:59.927337,GBPUSD,-1,1000,1.4241
2016-04-13T10:20:00.237870,GBPUSD,1,1000,1.42421
2016-04-13T10:21:35.607236,EURUSD,1,4000,1.13189
2016-04-13T10:21:40.887729,EURUSD,1,4000,1.13185
2016-04-13T10:21:45.277343,EURUSD,-1,10000,1.13177
2016-04-13T10:24:33.167462,EURUSD,-1,4000,1.13108
2016-04-13T10:24:55.128134,EURUSD,1,1000,1.13091
2016-04-13T10:24:59.457625,EURUSD,1,2000,1.13085
2016-04-13T10:24:59.767218,EURUSD,1,1000,1.13083
2016-04-13T10:25:00.077426,EURUSD,-1,1000,1.13088
2016-04-13T10:25:01.157396,EURUSD,-1,4000,1.13094
2016-04-13T10:26:28.387753,EURUSD,1,4000,1.13157
2016-04-13T10:26:31.148186,EURUSD,1,4000,1.13157
2016-04-13T10:29:12.997819,EURUSD,-1,1000,1.13206
2016-04-13T10:57:38.867267,EURUSD,-1,4000,1.13129
2016-04-13T10:59:59.837477,GBPUSD,1,11000,1.42337
2016-04-13T11:07:15.567568,EURUSD,1,1000,1.13042
2016-04-13T11:07:22.867946,EURUSD,1,20000,1.13058
2016-04-13T11:11:57.827318,EURUSD,1,10000,1.13024
2016-04-13T11:43:30.587155,EURUSD,-1,22000,1.13012
2016-04-13T12:02:59.287699,EURGBP,1,1000,0.79271
2016-04-13T12:02:59.636967,EURGBP,-1,1000,0.79266
2016-04-13T12:13:44.157039,EURUSD,1,60000,1.13072
2016-04-13T12:22:17.887533,EURUSD,1,2000,1.13049
2016-04-13T12:38:08.886570,EURUSD,1,22000,1.13
2016-04-13T12:38:13.097257,EURUSD,-1,10000,1.12999
2016-04-13T12:47:29.997167,EURUSD,-1,10000,1.12995
2016-04-13T12:52:03.257576,EURUSD,1,1000,1.13008
2016-04-13T13:03:58.947043,EURUSD,1,10000,1.13014
2016-04-13T13:20:00.386973,EURUSD,-1,10000,1.12977
2016-04-13T13:27:10.456706,EURUSD,1,10000,1.13075
2016-04-13T13:30:00.306676,EURGBP,-1,2000,0.79503
2016-04-13T13:31:29.937452,EURUSD,1,1000,1.13205
2016-04-13T13:32:01.257140,EURUSD,-1,1000,1.13253
2016-04-13T13:32:01.848006,EURUSD,-1,1000,1.13262
2016-04-13T13:32:30.417460,EURUSD,-1,1000,1.13221
2016-04-13T13:33:35.846846,EURUSD,-1,2000,1.13142
2016-04-13T13:37:11.597358,EURUSD,1,1000,1.13192
2016-04-13T13:38:15.157373,EURUSD,1,10000,1.13208
2016-04-13T13:40:40.726701,EURUSD,1,15000,1.13175
2016-04-13T13:44:51.957743,EURUSD,-1,10000,1.13102
2016-04-13T14:05:14.906828,EURUSD,1,10000,1.13164
2016-04-13T14:06:39.487702,EURUSD,-1,15000,1.13187
2016-04-13T14:07:59.377477,EURUSD,-1,1000,1.13228
2016-04-13T14:09:46.166928,EURUSD,-1,10000,1.13205
2016-04-13T14:12:29.437474,EURUSD,1,1000,1.13127
2016-04-13T14:30:31.206748,EURUSD,-1,10000,1.13127
2016-04-13T14:42:45.317097,EURUSD,1,1000,1.13012
2016-04-13T14:43:23.227373,EURUSD,1,10000,1.12996
2016-04-13T14:44:50.517124,EURUSD,1,11000,1.13001
2016-04-13T14:45:22.147831,EURUSD,1,11000,1.12997
2016-04-13T14:50:00.906953,EURUSD,-1,30000,1.12859
2016-04-13T14:50:15.317246,EURUSD,1,1000,1.12853
2016-04-13T14:54:51.647076,EURUSD,1,4000,1.12857
2016-04-13T14:55:00.597592,EURUSD,1,8000,1.12853
2016-04-13T14:55:12.147243,EURUSD,1,8000,1.12848
2016-04-13T14:56:13.947103,EURUSD,1,10000,1.12847
2016-04-13T15:00:00.379134,GBPUSD,-1,11000,1.42122
2016-04-13T15:00:00.746839,GBPUSD,-1,11000,1.42118
2016-04-13T15:00:01.037143,GBPUSD,-1,11000,1.42118
2016-04-13T15:00:28.157507,EURUSD,1,1000,1.12795
2016-04-13T15:01:18.497026,EURUSD,-1,11000,1.12738
2016-04-13T15:01:24.947218,EURUSD,-1,11000,1.12751
2016-04-13T15:05:24.231761,EURUSD,-1,1000,1.12831
2016-04-13T15:07:00.757261,EURGBP,1,2000,0.79327
2016-04-13T15:07:01.107191,EURGBP,1,1000,0.79329
2016-04-13T15:07:01.456872,EURGBP,-1,1000,0.79325
2016-04-13T15:57:52.938256,EURUSD,1,1000,1.1285
2016-04-13T15:58:35.547771,GBPUSD,-1,2000,1.42007
2016-04-13T15:58:47.068012,GBPUSD,1,2000,1.4208
2016-04-13T15:58:56.818746,EURUSD,1,1000,1.12826
2016-04-13T16:06:27.988114,EURUSD,-1,1000,1.12854
2016-04-13T16:06:36.907916,EURUSD,-1,1000,1.12874
2016-04-13T16:07:10.248105,EURUSD,-1,1000,1.12872
2016-04-13T16:10:34.905974,EURUSD,1,1000,1.12854
2016-04-13T16:35:11.518744,GBPUSD,-1,2000,1.41974
2016-04-13T16:35:23.298612,GBPUSD,1,2000,1.41974
2016-04-13T16:40:02.278647,EURUSD,1,10000,1.12764
2016-04-13T16:44:38.028902,EURUSD,1,10000,1.12759
2016-04-13T16:55:20.778451,EURUSD,-1,10000,1.12793
2016-04-13T17:09:49.478954,EURUSD,1,10000,1.12818
2016-04-13T17:51:01.288376,EURUSD,1,10000,1.12903
2016-04-13T17:51:42.188848,EURUSD,-1,10000,1.12907
2016-04-13T17:52:03.157798,GBPUSD,1,10000,1.42179
2016-04-13T17:56:43.515208,EURUSD,1,25000,1.12902
2016-04-13T18:30:51.028120,EURUSD,1,1000,1.12825
2016-04-13T18:41:18.697392,EURUSD,-1,10000,1.12755
2016-04-13T20:35:56.347876,EURUSD,-1,10000,1.12853
2016-04-13T21:40:05.147037,EURUSD,1,5000,1.12685
2016-04-13T21:40:05.156609,EURUSD,1,2000,1.12685
2016-04-13T22:05:41.413574,EURUSD,-1,5000,1.1276
2016-04-13T22:06:30.583662,EURUSD,-1,3000,1.12756
2016-04-13T22:48:24.193289,EURUSD,-1,60000,1.12752
2016-04-13T22:49:51.113744,EURUSD,1,60000,1.1278
2016-04-13T22:49:55.282977,EURUSD,-1,60000,1.12762
2016-04-13T22:49:55.523369,EURUSD,1,60000,1.1278
2016-04-14T01:03:00.993678,GBPUSD,1,2000,1.41852
2016-04-14T01:47:01.464996,GBPUSD,1,1000,1.41774
2016-04-14T01:47:01.804164,GBPUSD,-1,1000,1.41764
2016-04-14T02:00:00.635168,EURUSD,1,1000,1.12661
2016-04-14T02:00:00.944690,EURUSD,-1,1000,1.12658
2016-04-14T02:10:40.914848,EURUSD,1,10000,1.12637
2016-04-14T02:16:05.114343,EURUSD,-1,5000,1.12579
2016-04-14T02:48:03.153872,EURGBP,-1,2000,0.79565
2016-04-14T03:00:01.153871,GBPUSD,1,1000,1.41525
2016-04-14T03:00:01.493783,GBPUSD,-1,1000,1.41515
2016-04-14T04:00:36.223432,EURUSD,1,1000,1.12688
2016-04-14T04:10:23.633814,EURUSD,1,5000,1.12717
2016-04-14T04:41:00.892502,EURGBP,-1,4000,0.7966
2016-04-14T04:41:00.953483,EURGBP,-1,2000,0.7966
2016-04-14T04:41:01.282870,EURGBP,-1,1000,0.7966
2016-04-14T04:41:01.633124,EURGBP,1,1000,0.79667
2016-04-14T06:24:00.336482,GBPUSD,1,4000,1.41299
2016-04-14T06:31:46.036267,EURUSD,1,65000,1.12608
2016-04-14T07:03:03.256846,EURUSD,-1,65000,1.12615
2016-04-14T07:05:16.476178,EURUSD,1,1000,1.12644
2016-04-14T07:07:08.246179,EURUSD,-1,1000,1.1262
2016-04-14T07:08:45.198072,EURUSD,-1,1000,1.12603
2016-04-14T07:10:39.465006,EURUSD,-1,5000,1.12589
2016-04-14T07:12:23.806125,EURUSD,1,1000,1.126
2016-04-14T07:31:37.976754,GBPUSD,-1,2000,1.41204
2016-04-14T07:31:52.506191,GBPUSD,1,2000,1.41217
2016-04-14T07:32:00.896001,GBPUSD,1,1000,1.41185
2016-04-14T07:32:01.226872,GBPUSD,-1,1000,1.41177
2016-04-14T07:32:08.926557,EURUSD,-1,60000,1.12517
2016-04-14T07:38:11.167039,EURUSD,1,25000,1.12542
2016-04-14T07:38:18.646056,EURUSD,1,5000,1.12552
2016-04-14T07:38:39.125977,EURUSD,1,25000,1.12556
2016-04-14T07:44:04.916294,EURUSD,-1,10000,1.12554
2016-04-14T08:04:03.166702,EURUSD,-1,1000,1.12524
2016-04-14T08:04:32.576326,EURUSD,-1,1000,1.12507
2016-04-14T08:05:24.496405,EURUSD,-1,60000,1.12494
2016-04-14T08:05:24.686870,EURUSD,-1,20000,1.12493
2016-04-14T08:05:24.876722,EURUSD,-1,10000,1.12493
2016-04-14T08:05:25.087063,EURUSD,-1,25000,1.12492
2016-04-14T08:05:25.287466,EURUSD,1,1000,1.12496
2016-04-14T08:05:25.496586,EURUSD,1,35000,1.12495
2016-04-14T08:05:25.686277,EURUSD,1,50000,1.12495
2016-04-14T08:11:32.616405,EURUSD,1,10000,1.12398
2016-04-14T08:19:52.381545,EURUSD,1,1000,1.12399
2016-04-14T08:35:08.776550,EURUSD,1,25000,1.12461
2016-04-14T08:40:50.816670,EURUSD,1,11000,1.12484
2016-04-14T08:41:44.927101,EURUSD,1,11000,1.12444
2016-04-14T08:42:57.096743,EURUSD,-1,11000,1.12484
2016-04-14T08:43:24.296555,EURUSD,-1,11000,1.12494
2016-04-14T08:50:36.377008,EURUSD,-1,25000,1.12565
2016-04-14T08:50:59.536980,EURUSD,1,10000,1.12571
2016-04-14T08:52:11.816418,EURUSD,1,3000,1.12577
2016-04-14T08:52:11.817470,EURUSD,1,5000,1.12579
2016-04-14T09:01:37.756686,EURUSD,-1,30000,1.12473
2016-04-14T09:09:01.911091,EURUSD,1,1000,1.12532
2016-04-14T09:21:38.566557,GBPUSD,1,11000,1.41302
2016-04-14T09:24:49.506744,GBPUSD,-1,11000,1.41316
2016-04-14T09:39:00.506447,GBPUSD,1,2000,1.4141
2016-04-14T09:43:28.966287,GBPUSD,-1,2000,1.41453
2016-04-14T09:44:19.006913,EURUSD,1,5000,1.12644
2016-04-14T09:44:56.837075,GBPUSD,1,5000,1.41457
2016-04-14T09:58:29.816108,EURUSD,1,22000,1.12651
2016-04-14T09:59:33.616270,EURUSD,-1,22000,1.12693
2016-04-14T10:12:02.986439,GBPUSD,-1,5000,1.41589
2016-04-14T10:18:08.276449,EURUSD,-1,1000,1.12716
2016-04-14T10:25:00.816431,GBPUSD,-1,4000,1.41765
2016-04-14T10:25:01.256261,GBPUSD,-1,2000,1.41765
2016-04-14T10:25:01.736082,GBPUSD,-1,1000,1.41765
2016-04-14T10:25:02.176527,GBPUSD,1,1000,1.41763
2016-04-14T10:25:02.616633,GBPUSD,-1,2000,1.41757
2016-04-14T10:32:13.476495,EURUSD,-1,5000,1.12648
2016-04-14T10:53:15.836093,EURUSD,1,11000,1.12539
2016-04-14T10:56:39.056263,EURUSD,1,11000,1.12528
2016-04-14T11:05:56.236274,EURUSD,1,1000,1.12577
2016-04-14T11:08:00.145685,GBPUSD,1,2000,1.41374
2016-04-14T11:08:00.506040,GBPUSD,1,1000,1.41379
2016-04-14T11:08:00.826461,GBPUSD,-1,1000,1.41381
2016-04-14T11:14:22.585979,EURUSD,-1,11000,1.12621
2016-04-14T11:14:26.185653,EURUSD,-1,11000,1.12617
2016-04-14T11:51:31.245170,EURUSD,-1,10000,1.12585
2016-04-14T12:00:08.426812,EURUSD,1,10000,1.12599
2016-04-14T12:01:02.825253,EURUSD,1,5000,1.12638
2016-04-14T12:01:05.505490,EURUSD,-1,5000,1.12632
2016-04-14T12:01:05.945907,EURUSD,1,5000,1.12635
2016-04-14T12:01:18.145577,EURUSD,-1,5000,1.12652
2016-04-14T12:01:18.765902,EURUSD,1,5000,1.12646
2016-04-14T12:01:19.994944,EURUSD,-1,5000,1.12644
2016-04-14T12:01:23.595950,EURUSD,1,5000,1.12627
2016-04-14T12:01:30.785914,EURUSD,1,5000,1.12614
2016-04-14T12:01:54.095792,EURUSD,1,5000,1.12638
2016-04-14T12:01:57.805456,EURUSD,1,5000,1.12627
2016-04-14T12:05:11.485286,EURUSD,1,33000,1.12634
2016-04-14T12:24:40.575507,EURUSD,-1,25000,1.12677
2016-04-14T12:24:46.534671,EURUSD,1,10000,1.12675
2016-04-14T12:24:47.344567,EURUSD,-1,10000,1.12671
2016-04-14T12:24:47.975133,EURUSD,1,10000,1.12675
2016-04-14T12:25:00.514877,EURUSD,-1,1000,1.12667
2016-04-14T12:25:09.455733,EURUSD,1,25000,1.12674
2016-04-14T12:25:15.854925,EURUSD,-1,10000,1.12659
2016-04-14T12:25:16.355435,EURUSD,-1,2000,1.12659
2016-04-14T12:25:50.604684,EURUSD,1,2000,1.12666
2016-04-14T12:25:58.185388,EURUSD,1,5000,1.12659
2016-04-14T12:54:08.314956,EURUSD,-1,5000,1.12565
2016-04-14T12:54:08.475234,EURUSD,-1,10000,1.12565
2016-04-14T12:54:33.145381,EURUSD,1,5000,1.12569
2016-04-14T12:54:38.975037,EURUSD,1,5000,1.12562
2016-04-14T13:19:18.874791,EURUSD,1,5000,1.12531
2016-04-14T13:19:30.974672,EURUSD,-1,5000,1.12529
2016-04-14T13:19:48.727815,EURUSD,1,5000,1.12527
2016-04-14T13:19:54.504845,EURUSD,1,5000,1.12521
2016-04-14T13:30:00.424874,GBPUSD,1,2000,1.41185
2016-04-14T13:30:31.184631,EURUSD,-1,33000,1.12738
2016-04-14T13:31:00.475359,GBPUSD,-1,2000,1.41575
2016-04-14T13:31:00.955542,GBPUSD,-1,1000,1.41571
2016-04-14T13:31:01.284877,GBPUSD,1,1000,1.41585
2016-04-14T13:31:32.925146,EURUSD,-1,1000,1.12729
2016-04-14T13:37:11.256393,EURUSD,1,33000,1.12666
2016-04-14T13:38:37.555293,EURUSD,-1,33000,1.12691
2016-04-14T13:39:08.730888,EURUSD,1,1000,1.12719
2016-04-14T13:42:35.862545,EURUSD,-1,1000,1.12809
2016-04-14T13:42:35.964763,EURUSD,-1,1000,1.12791
2016-04-14T13:44:12.415204,EURUSD,-1,1000,1.12885
2016-04-14T13:50:03.304994,EURUSD,-1,18000,1.12902
2016-04-14T13:50:09.105163,EURUSD,-1,5000,1.12889
2016-04-14T13:50:14.465738,EURUSD,-1,5000,1.12909
2016-04-14T13:52:07.695200,EURUSD,-1,20000,1.12887
2016-04-14T13:52:59.654496,EURUSD,1,7000,1.12836
2016-04-14T13:53:09.304913,EURUSD,-1,14000,1.12835
2016-04-14T13:53:09.944541,EURUSD,1,14000,1.12838
2016-04-14T13:53:10.715242,EURUSD,-1,14000,1.12843
2016-04-14T13:53:11.314944,EURUSD,1,14000,1.12844
2016-04-14T13:53:43.735341,EURUSD,1,30000,1.12834
2016-04-14T13:53:48.605221,EURUSD,1,18000,1.12835
2016-04-14T13:53:56.804563,EURUSD,1,14000,1.1283
2016-04-14T13:54:11.484711,EURUSD,1,9000,1.12839
2016-04-14T14:03:54.675581,EURUSD,1,1000,1.12792
2016-04-14T14:05:36.875243,EURUSD,-1,5000,1.1272
2016-04-14T14:05:50.884600,EURUSD,1,1000,1.12718
2016-04-14T14:07:47.854652,EURUSD,1,20000,1.12798
2016-04-14T14:07:48.134640,EURUSD,-1,14000,1.12797
2016-04-14T14:09:29.415172,EURUSD,-1,14000,1.12739
2016-04-14T14:12:39.494880,EURUSD,-1,12000,1.12693
2016-04-14T14:21:29.006035,EURUSD,-1,1000,1.12779
2016-04-14T14:29:17.105496,EURUSD,-1,30000,1.12671
2016-04-14T14:33:42.685079,EURUSD,1,5000,1.12727
2016-04-14T14:33:47.205292,EURUSD,-1,5000,1.12724
2016-04-14T14:34:46.905041,EURUSD,1,5000,1.12758
2016-04-14T14:34:57.825389,EURUSD,-1,5000,1.12744
2016-04-14T14:35:10.475435,EURUSD,1,5000,1.12743
2016-04-14T14:37:15.285189,EURUSD,-1,10000,1.1278
2016-04-14T14:37:18.924533,EURUSD,-1,5000,1.12774
2016-04-14T14:37:26.164809,EURUSD,-1,5000,1.12767
2016-04-14T14:49:55.154966,EURUSD,1,20000,1.12758
2016-04-14T14:49:58.875617,EURUSD,1,10000,1.12753
2016-04-14T15:00:00.564854,GBPUSD,-1,11000,1.41408
2016-04-14T15:03:01.574527,EURGBP,-1,4000,0.79806
2016-04-14T15:08:14.114628,EURUSD,-1,20000,1.128
2016-04-14T15:08:21.164947,EURUSD,-1,20000,1.12801
2016-04-14T15:11:32.544934,EURUSD,1,30000,1.12703
2016-04-14T15:11:37.295087,EURUSD,1,20000,1.12699
2016-04-14T15:11:39.975396,EURUSD,1,1000,1.12699
2016-04-14T15:11:42.045238,EURUSD,1,5000,1.12699
2016-04-14T15:13:51.894450,EURUSD,1,5000,1.12687
2016-04-14T15:15:36.495259,EURUSD,-1,30000,1.12681
2016-04-14T15:21:02.294429,EURUSD,1,30000,1.12671
2016-04-14T15:31:33.343976,EURUSD,-1,30000,1.12573
2016-04-14T15:35:18.134917,EURUSD,1,1000,1.12577
2016-04-14T15:35:27.614967,EURUSD,1,1000,1.12574
2016-04-14T15:42:30.145109,EURUSD,-1,5000,1.12556
2016-04-14T15:42:37.254418,EURUSD,-1,1000,1.12598
2016-04-14T15:42:37.344498,EURUSD,-1,1000,1.12599
2016-04-14T15:43:34.434645,EURUSD,1,10000,1.12604
2016-04-14T15:43:54.034104,EURUSD,-1,10000,1.126
2016-04-14T15:44:25.024281,EURUSD,-1,10000,1.1261
2016-04-14T15:47:04.600709,EURGBP,1,4000,0.79619
2016-04-14T15:47:04.601741,EURGBP,1,2000,0.79619
2016-04-14T15:47:04.602412,EURGBP,1,1000,0.7962
2016-04-14T15:47:04.603106,EURGBP,-1,1000,0.79617
2016-04-14T16:21:11.723924,EURUSD,1,1000,1.12581
2016-04-14T16:23:33.183605,EURUSD,1,1000,1.12566
2016-04-14T16:24:10.143396,EURUSD,-1,7000,1.12532
2016-04-14T16:24:10.283659,EURUSD,-1,2000,1.12532
2016-04-14T17:00:40.104510,EURUSD,1,2000,1.12609
2016-04-14T17:01:02.690975,EURUSD,1,5000,1.12614
2016-04-14T19:15:00.573914,EURUSD,-1,1000,1.12754
2016-04-14T19:42:35.523537,EURUSD,1,1000,1.12633
2016-04-14T22:12:33.008973,EURUSD,1,500000,1.12643
2016-04-14T22:13:19.746899,EURUSD,-1,200000,1.12656
2016-04-14T22:13:19.747382,EURUSD,-1,300000,1.12655
2016-04-14T22:13:27.546444,EURUSD,-1,500000,1.12672
2016-04-14T22:16:14.287128,EURUSD,1,500000,1.12653
2016-04-14T22:16:42.416790,EURUSD,1,500000,1.12642
2016-04-14T22:17:22.636599,EURUSD,-1,300000,1.12659
2016-04-14T22:17:22.637554,EURUSD,-1,200000,1.12658
2016-04-14T22:17:37.766652,EURUSD,-1,500000,1.12668
2016-04-14T22:20:50.897231,EURUSD,1,300000,1.12644
2016-04-14T22:20:50.897666,EURUSD,1,700000,1.12644
2016-04-14T22:20:53.556574,EURUSD,1,500000,1.1264
2016-04-14T22:21:10.457159,EURUSD,1,700000,1.12642
2016-04-14T22:22:22.243045,EURUSD,-1,500000,1.12658
2016-04-14T22:22:22.243528,EURUSD,-1,500000,1.12657
2016-04-14T22:22:24.896419,EURUSD,-1,700000,1.12657
2016-04-14T22:22:40.767079,EURUSD,-1,500000,1.12662
2016-04-14T22:22:52.056689,EURUSD,-1,700000,1.12665
2016-04-14T22:24:52.576972,EURUSD,1,300000,1.12642
2016-04-14T22:24:52.577397,EURUSD,1,400000,1.12642
2016-04-14T22:25:00.546895,EURUSD,1,200000,1.12642
2016-04-14T22:25:00.547398,EURUSD,1,800000,1.12649
2016-04-14T22:25:03.436886,EURUSD,1,300000,1.12646
2016-04-14T22:25:03.437414,EURUSD,1,200000,1.12646
2016-04-14T23:27:51.948966,GBPUSD,1,11000,1.41448
2016-04-14T23:56:02.988772,EURUSD,-1,1000000,1.12656
2016-04-15T01:19:12.050280,EURUSD,-1,2000,1.12541
2016-04-15T01:30:28.030023,EURUSD,-1,1000,1.12522
2016-04-15T07:01:25.077880,GBPUSD,-1,2000,1.41481
2016-04-15T07:01:45.184122,EURUSD,1,1000,1.12603
2016-04-15T07:05:33.278263,EURUSD,1,60000,1.126
2016-04-15T07:10:07.288660,EURUSD,-1,60000,1.12631
2016-04-15T07:10:58.127940,EURUSD,1,12000,1.1263
2016-04-15T07:12:05.518052,GBPUSD,1,2000,1.41475
2016-04-15T07:15:55.037955,EURUSD,-1,1000,1.12619
2016-04-15T07:31:07.688446,GBPUSD,-1,11000,1.41688
2016-04-15T07:59:05.958741,EURUSD,1,10000,1.12603
2016-04-15T07:59:11.759045,GBPUSD,1,10000,1.41648
2016-04-15T08:00:43.010112,GBPUSD,1,10000,1.41602
2016-04-15T08:02:50.478529,EURUSD,-1,1000,1.12562
2016-04-15T08:04:31.848072,EURUSD,-1,3000,1.12479
2016-04-15T08:04:31.988829,EURUSD,-1,5000,1.12479
2016-04-15T08:14:04.328201,EURUSD,1,25000,1.12519
2016-04-15T08:32:36.128053,EURUSD,1,25000,1.1253
2016-04-15T08:35:00.927549,EURUSD,-1,25000,1.12578
2016-04-15T08:35:36.077551,EURUSD,-1,25000,1.12583
2016-04-15T09:01:58.047496,EURUSD,-1,10000,1.12572
2016-04-15T09:12:30.416907,EURUSD,1,25000,1.12595
2016-04-15T09:14:54.426889,EURUSD,-1,25000,1.12618
2016-04-15T09:14:59.537060,EURUSD,-1,10000,1.12614
2016-04-15T09:27:09.317050,EURUSD,1,1000,1.12671
2016-04-15T09:27:09.606823,EURUSD,1,1000,1.12671
2016-04-15T10:00:43.367537,GBPUSD,1,2000,1.41679
2016-04-15T10:01:28.337545,GBPUSD,-1,2000,1.41892
2016-04-15T10:01:34.107015,GBPUSD,-1,10000,1.41845
2016-04-15T10:01:38.456963,GBPUSD,-1,10000,1.4186
2016-04-15T10:07:58.032924,EURUSD,-1,1000,1.12633
2016-04-15T10:12:04.945162,EURGBP,1,2000,0.79415
2016-04-15T10:21:35.396924,EURUSD,1,1000,1.12604
2016-04-15T11:04:27.916934,EURUSD,-1,1000,1.12664
2016-04-15T11:10:33.267286,EURUSD,1,10000,1.12745
2016-04-15T11:11:49.086615,EURUSD,1,3000,1.12708
2016-04-15T11:11:53.997074,EURUSD,1,2000,1.12706
2016-04-15T11:13:59.387098,GBPUSD,-1,2000,1.41957
2016-04-15T11:41:22.647083,EURUSD,-1,1000,1.12749
2016-04-15T12:00:00.546853,GBPUSD,-1,1000,1.41861
2016-04-15T12:00:00.806490,GBPUSD,-1,2000,1.41861
2016-04-15T12:07:47.697520,EURUSD,-1,1000,1.12857
2016-04-15T12:12:59.466522,EURGBP,-1,2000,0.79587
2016-04-15T12:12:59.717917,EURGBP,-1,1000,0.79586
2016-04-15T12:12:59.976791,EURGBP,1,1000,0.79589
2016-04-15T12:22:53.587175,EURUSD,-1,1000,1.12874
2016-04-15T12:35:18.607469,EURUSD,-1,11000,1.12834
2016-04-15T13:07:48.658010,EURUSD,-1,6000,1.12868
2016-04-15T13:15:59.867929,EURUSD,-1,1000,1.1295
2016-04-15T13:34:56.587196,EURUSD,-1,1000,1.12814
2016-04-15T13:46:45.076738,EURUSD,1,1000,1.12802
2016-04-15T13:49:54.517071,EURUSD,1,11000,1.12748
2016-04-15T13:50:00.806680,EURUSD,1,6000,1.12749
2016-04-15T14:02:00.267444,GBPUSD,1,2000,1.41566
2016-04-15T14:02:00.527497,GBPUSD,1,1000,1.41569
2016-04-15T14:02:00.787161,GBPUSD,-1,1000,1.41563
2016-04-15T14:33:48.026610,EURUSD,-1,13000,1.12836
2016-04-15T14:34:09.037271,EURUSD,-1,8000,1.12849
2016-04-15T15:00:47.326578,EURUSD,1,10000,1.13006
2016-04-15T15:01:37.426382,EURUSD,-1,1000,1.13025
2016-04-15T15:20:24.478495,EURUSD,-1,1000,1.13153
2016-04-15T15:21:35.448123,EURUSD,1,1000,1.13141
2016-04-15T15:38:50.358763,EURUSD,1,1000,1.1305
2016-04-15T16:27:04.498446,EURUSD,1,13000,1.12882
2016-04-15T16:27:11.489019,EURUSD,1,8000,1.12888
2016-04-15T16:37:31.828374,EURUSD,-1,20000,1.12906
2016-04-15T16:37:38.358391,EURUSD,1,10000,1.12908
2016-04-15T16:37:41.648615,EURUSD,-1,10000,1.12913
2016-04-15T16:37:42.889138,EURUSD,1,10000,1.12917
2016-04-15T16:39:52.749375,EURUSD,1,15000,1.12896
2016-04-15T16:41:33.078531,EURUSD,1,5000,1.1289
2016-04-15T16:42:37.978612,GBPUSD,1,11000,1.42067
2016-04-15T16:42:59.919037,GBPUSD,-1,2000,1.42121
2016-04-15T16:44:00.079213,GBPUSD,-1,1000,1.42149
2016-04-15T16:44:00.338477,GBPUSD,1,1000,1.42158
2016-04-15T17:34:54.128964,EURUSD,-1,1000,1.13072
2016-04-15T17:48:44.109347,EURUSD,1,1000,1.13038
2016-04-15T18:00:00.168868,GBPUSD,1,1000,1.42283
2016-04-15T18:00:00.429656,GBPUSD,-1,4000,1.42281
2016-04-15T18:50:27.558760,EURUSD,1,1000,1.12909
2016-04-15T19:02:30.829167,EURUSD,1,1000,1.12844
2016-04-15T19:03:50.049587,EURUSD,-1,5000,1.12828
